"date";"precipitation_mm_d";"discharge_m3_d";"temperature";"snow_depth_m";"swe_jonas"
"2012-12-11";17;2755;-2.7;0.25;63.6250305341721
"2012-12-12";2;2854;-7.4;0.37;96.8685849229284
"2012-12-13";0;2854;-9.9;0.36;94.0353774089262
"2012-12-14";0;2758;-7.2;0.33;85.6037679849547
"2012-12-15";6;2768;-1.2;0.31;80.0397383484171
"2012-12-16";5;2827;1.4;0.21;52.9167985331132
"2012-12-17";1;2851;0.9;0.16;39.8021803680304
"2012-12-18";8;2881;0.8;0.12;29.5327656301103
"2012-12-19";4;2898;0.6;0.09;21.9644432991828
"2012-12-20";0;2887;-1.5;0.08;19.4678255498432
"2012-12-21";14;2861;-1.7;0.08;19.4678255498432
"2012-12-22";13;2859;-0.5;0.25;63.6250305341721
"2012-12-23";18;3108;5.9;0.22;55.5760014525654
"2012-12-24";0;3213;6.1;0;0
"2012-12-25";0;3064;3.3;0;0
"2012-12-26";2;2995;4.2;0;0
"2012-12-27";3;2968;5.1;0;0
"2012-12-28";14;3001;3.5;0;0
"2012-12-29";0;2992;1.6;0;0
"2012-12-30";1;2957;2;0;0
"2012-12-31";0;2931;2.6;0;0
"2013-01-01";0;2921;-2.2;0;0
"2013-01-02";2;2907;0.7;0;0
"2013-01-03";3;2896;1.4;0;0
"2013-01-04";31;2961;6.2;0;0
"2013-01-05";45;3472;6;0;0
"2013-01-06";29;3371;4;0;0
"2013-01-07";26;3432;3.9;0;0
"2013-01-08";10;3421;2.9;0;0
"2013-01-09";2;3342;2.7;0;0
"2013-01-10";5;3288;2.2;0;0
"2013-01-11";7;3250;-1.1;0;0
"2013-01-12";4;3213;-3.9;0.05;12.0588948726007
"2013-01-13";0;3184;-4.5;0.11;26.9970574470697
"2013-01-14";3;3161;-4.6;0.11;26.9970574470697
"2013-01-15";0;3142;-5.1;0.1;24.4742379805676
"2013-01-16";4;3125;-3.4;0.09;21.9644432991828
"2013-01-17";12;3112;-4.1;0.21;52.9167985331132
"2013-01-18";4;3086;-5.1;0.27;69.0500171203997
"2013-01-19";0;3074;-8;0.26;66.3316616930661
"2013-01-20";0;3068;-6;0.23;58.2471461480576
"2013-01-21";2;3056;-2.9;0.2;50.2695986794241
"2013-01-22";2;3042;-1.6;0.2;50.2695986794241
"2013-01-23";0;3029;-2.9;0.18;45.0114703478765
"2013-01-24";0;3017;-4.7;0.18;45.0114703478765
"2013-01-25";1;3005;-5.2;0.19;47.6344665127136
"2013-01-26";0;2998;-9;0.18;45.0114703478765
"2013-01-27";0;2988;-6.2;0.18;45.0114703478765
"2013-01-28";5;2980;-1;0.18;45.0114703478765
"2013-01-29";22;2987;1.2;0.18;45.0114703478765
"2013-01-30";11;3399;9.9;0.04;9.61701491815229
"2013-01-31";3;3330;7.5;0;0
"2013-02-01";12;3210;4.3;0;0
"2013-02-02";13;3227;2.2;0;0
"2013-02-03";4;3190;-0.5;0;0
"2013-02-04";17;3185;2;0.01;2.3799741173137
"2013-02-05";15;3316;2.9;0;0
"2013-02-06";1;3268;-0.5;0;0
"2013-02-07";2;3212;-2.2;0;0
"2013-02-08";0;3179;-2.1;0.03;7.18954880197049
"2013-02-09";8;3158;-4.1;0.02;4.77696759212307
"2013-02-10";8;3144;-6.2;0.33;85.6037679849547
"2013-02-11";0;3134;-9.3;0.3;77.2749528160858
"2013-02-12";0;3124;-4;0.22;55.5760014525654
"2013-02-13";4;3104;-4.1;0.2;50.2695986794241
"2013-02-14";1;3093;-3.3;0.22;55.5760014525654
"2013-02-15";0;3083;-2.6;0.17;42.4006826169067
"2013-02-16";3;3069;-0.7;0.15;37.2160458595506
"2013-02-17";0;3061;-0.5;0.13;32.0812395850033
"2013-02-18";0;3057;-2.4;0.11;26.9970574470697
"2013-02-19";5;3053;-0.7;0.1;24.4742379805676
"2013-02-20";9;3045;-2.9;0.24;60.9301743492172
"2013-02-21";0;3035;-5;0.21;52.9167985331132
"2013-02-22";1;3031;-6.4;0.19;47.6344665127136
"2013-02-23";5;3025;-4.9;0.23;58.2471461480576
"2013-02-24";3;3019;-4;0.26;66.3316616930661
"2013-02-25";2;3011;-2.6;0.27;69.0500171203997
"2013-02-26";14;3006;-1.2;0.28;71.7800482317282
"2013-02-27";1;2998;0.4;0.27;69.0500171203997
"2013-02-28";0;3000;0.7;0.22;55.5760014525654
"2013-03-01";1;3010;-0.1;0.16;39.8021803680304
"2013-03-02";0;3011;-0.7;0.15;37.2160458595506
"2013-03-03";0;3019;-2;0.12;29.5327656301103
"2013-03-04";0;3014;-1.6;0.12;29.5327656301103
"2013-03-05";0;3027;2.5;0.12;29.5327656301103
"2013-03-06";0;3059;6.4;0.04;9.61701491815229
"2013-03-07";0;3146;7.4;0;0
"2013-03-08";0;3164;6.4;0;0
"2013-03-09";2;3138;7.1;0;0
"2013-03-10";4;3114;5.4;0;0
"2013-03-11";0;3086;4.7;0;0
"2013-03-12";0;3067;1.4;0;0
"2013-03-13";12;3055;0.2;0;0
"2013-03-14";4;3041;-4.1;0.07;16.9845570134858
"2013-03-15";1;3030;-4.4;0.08;19.4678255498432
"2013-03-16";1;3021;-3.6;0.1;24.4742379805676
"2013-03-17";0;3024;-1.7;0.06;14.5148358809741
"2013-03-18";2;3028;3.7;0.01;2.3799741173137
"2013-03-19";11;3044;1.7;0;0
"2013-03-20";2;3041;3.4;0;0
"2013-03-21";5;3033;2.4;0;0
"2013-03-22";0;3025;0.3;0;0
"2013-03-23";0;3015;-3.2;0;0
"2013-03-24";0;3009;-4.9;0;0
"2013-03-25";2;3003;-4.7;0.01;2.3799741173137
"2013-03-26";3;2994;-5.7;0.02;4.77696759212307
"2013-03-27";1;2989;-4.1;0.04;9.61701491815229
"2013-03-28";0;2983;-2.1;0.01;2.3799741173137
"2013-03-29";3;2981;1.1;0;0
"2013-03-30";17;2981;0.8;0;0
"2013-03-31";26;2989;-0.5;0.19;47.6344665127136
"2013-04-01";1;2985;-0.6;0.19;47.6344665127136
"2013-04-02";1;2985;-0.8;0.12;29.5327656301103
"2013-04-03";6;2981;-1.2;0.14;34.6423672737242
"2013-04-04";0;2980;-0.2;0.14;34.6423672737242
"2013-04-05";0;2981;0.4;0.09;21.9644432991828
"2013-04-06";1;2987;0.9;0.07;16.9845570134858
"2013-04-07";1;3003;0.8;0.05;12.0588948726007
"2013-04-08";0;3030;1.2;0.03;7.18954880197049
"2013-04-09";4;3058;4.8;0;0
"2013-04-10";2;3067;4.9;0;0
"2013-04-11";0;3064;7.9;0;0
"2013-04-12";2;3075;9.4;0;0
"2013-04-13";0;3047;9;0;0
"2013-04-14";0;3028;9.3;0;0
"2013-04-15";0;3018;10.8;0;0
"2013-04-16";0;3010;12.6;0;0
"2013-04-17";0;3001;14.1;0;0
"2013-04-18";0;2995;15.5;0;0
"2013-04-19";22;2997;10.7;0;0
"2013-04-20";3;3024;8;0;0
"2013-04-21";0;3011;11.9;0;0
"2013-04-22";3;3002;9.7;0;0
"2013-04-23";0;3000;11.4;0;0
"2013-04-24";0;2988;13.2;0;0
"2013-04-25";0;2980;14.6;0;0
"2013-04-26";0;2972;17;0;0
"2013-04-27";0;2969;17.8;0;0
"2013-04-28";0;2960;13.7;0;0
"2013-04-29";0;2967;10.2;0;0
"2013-04-30";0;2951;14.2;0;0
"2013-05-01";0;2946;14.8;0;0
"2013-05-02";8;2947;13.4;0;0
"2013-05-03";7;2947;12.8;0;0
"2013-05-04";8;2941;12.8;0;0
"2013-05-05";0;2941;12.2;0;0
"2013-05-06";2;2935;13.7;0;0
"2013-05-07";19;2947;13.8;0;0
"2013-05-08";1;2944;15.2;0;0
"2013-05-09";0;2932;17;0;0
"2013-05-10";8;2930;12.7;0;0
"2013-05-11";21;2980;9.2;0;0
"2013-05-12";5;3048;9.6;0;0
"2013-05-13";4;2997;8.1;0;0
"2013-05-14";0;2978;12;0;0
"2013-05-15";0;2965;15.8;0;0
"2013-05-16";0;2953;17;0;0
"2013-05-17";1;2945;17.2;0;0
"2013-05-18";1;2940;14.7;0;0
"2013-05-19";1;2932;15.4;0;0
"2013-05-20";12;2929;10.7;0;0
"2013-05-21";16;2964;9.8;0;0
"2013-05-22";6;3008;10.2;0;0
"2013-05-23";2;2973;7.2;0;0
"2013-05-24";9;2957;5.3;0;0
"2013-05-25";5;2980;5.4;0;0
"2013-05-26";9;2973;7.5;0;0
"2013-05-27";24;3090;6;0;0
"2013-05-28";0;3105;11.3;0;0
"2013-05-29";0;3039;9.4;0;0
"2013-05-30";26;3038;7;0;0
"2013-05-31";79;3615;5.7;0;0
"2013-06-01";10;3497;8.5;0;0
"2013-06-02";83;3839;8.7;0;0
"2013-06-03";15;3687;7.1;0;0
"2013-06-04";14;3593;7.4;0;0
"2013-06-05";9;3615;11.6;0;0
"2013-06-06";0;3528;13.7;0;0
"2013-06-07";0;3466;14.5;0;0
"2013-06-08";0;3430;16.7;0;0
"2013-06-09";6;3403;17.2;0;0
"2013-06-10";2;3382;14.3;0;0
"2013-06-11";21;3385;12.3;0;0
"2013-06-12";0;3364;14.8;0;0
"2013-06-13";0;3333;16.3;0;0
"2013-06-14";0;3314;15.8;0;0
"2013-06-15";2;3300;17.6;0;0
"2013-06-16";3;3284;19.5;0;0
"2013-06-17";0;3267;22.2;0;0
"2013-06-18";0;3251;23.8;0;0
"2013-06-19";0;3236;23.8;0;0
"2013-06-20";0;3222;25.8;0;0
"2013-06-21";0;3210;21.3;0;0
"2013-06-22";18;3201;19.3;0;0
"2013-06-23";7;3192;18.2;0;0
"2013-06-24";31;3218;10.4;0;0
"2013-06-25";35;3414;10.4;0;0
"2013-06-26";7;3381;9.1;0;0
"2013-06-27";0;3277;10.3;0;0
"2013-06-28";0;3233;11.4;0;0
"2013-06-29";0;3207;13.5;0;0
"2013-06-30";11;3201;13.5;0;0
"2013-07-01";0;3178;15;0;0
"2013-07-02";0;3160;17.9;0;0
"2013-07-03";24;3155;18.4;0;0
"2013-07-04";0;3157;17.5;0;0
"2013-07-05";17;3150;17.5;0;0
"2013-07-06";2;3214;17.3;0;0
"2013-07-07";0;3169;18.5;0;0
"2013-07-08";0;3146;18.1;0;0
"2013-07-09";0;3130;18.1;0;0
"2013-07-10";0;3120;18.9;0;0
"2013-07-11";8;3116;15.9;0;0
"2013-07-12";0;3100;15;0;0
"2013-07-13";0;3087;15.9;0;0
"2013-07-14";0;3082;16.7;0;0
"2013-07-15";0;3075;17.4;0;0
"2013-07-16";0;3064;16.3;0;0
"2013-07-17";0;3052;17.8;0;0
"2013-07-18";0;3044;19.9;0;0
"2013-07-19";0;3038;20.6;0;0
"2013-07-20";0;3034;20;0;0
"2013-07-21";0;3026;19.4;0;0
"2013-07-22";0;3023;19;0;0
"2013-07-23";0;2840;20.4;0;0
"2013-07-24";0;2985;20.1;0;0
"2013-07-25";0;2980;21.6;0;0
"2013-07-26";0;2807;22.3;0;0
"2013-07-27";0;2953;24;0;0
"2013-07-28";0;3037;26.1;0;0
"2013-07-29";0;3063;22.3;0;0
"2013-07-30";1;2956;17.9;0;0
"2013-07-31";0;2942;18.6;0;0
"2013-08-01";0;2938;20.6;0;0
"2013-08-02";0;2935;22.6;0;0
"2013-08-03";0;2841;23.9;0;0
"2013-08-04";7;2951;23.1;0;0
"2013-08-05";0;2928;21.3;0;0
"2013-08-06";0;2800;24.3;0;0
"2013-08-07";0;2733;24.6;0;0
"2013-08-08";0;2800;20.5;0;0
"2013-08-09";20;2920;18.8;0;0
"2013-08-10";3;2910;16.4;0;0
"2013-08-11";0;2906;16.5;0;0
"2013-08-12";10;2908;18.1;0;0
"2013-08-13";4;2905;16.1;0;0
"2013-08-14";0;2888;15.6;0;0
"2013-08-15";0;2901;15.5;0;0
"2013-08-16";0;2904;16.2;0;0
"2013-08-17";0;2896;18.4;0;0
"2013-08-18";0;2891;21.1;0;0
"2013-08-19";23;2893;19.1;0;0
"2013-08-20";5;2919;13.9;0;0
"2013-08-21";0;2895;14.5;0;0
"2013-08-22";0;2884;14.6;0;0
"2013-08-23";0;2869;14.8;0;0
"2013-08-24";6;2880;15.5;0;0
"2013-08-25";13;2881;14;0;0
"2013-08-26";0;2872;13.8;0;0
"2013-08-27";1;2890;13.9;0;0
"2013-08-28";35;3031;13.5;0;0
"2013-08-29";5;3009;14.2;0;0
"2013-08-30";0;2933;14;0;0
"2013-08-31";0;2887;14.9;0;0
"2013-09-01";5;2889;14.3;0;0
"2013-09-02";1;2854;13.4;0;0
"2013-09-03";5;2777;15.1;0;0
"2013-09-04";0;2757;17;0;0
"2013-09-05";0;2760;15.8;0;0
"2013-09-06";0;2750;16.2;0;0
"2013-09-07";0;2750;16.8;0;0
"2013-09-08";0;2753;17.4;0;0
"2013-09-09";6;2755;13.5;0;0
"2013-09-10";9;2750;12.7;0;0
"2013-09-11";1;2753;10.8;0;0
"2013-09-12";0;2754;10.7;0;0
"2013-09-13";16;2789;10.1;0;0
"2013-09-14";3;2811;13.5;0;0
"2013-09-15";0;2788;14.1;0;0
"2013-09-16";23;2789;13.2;0;0
"2013-09-17";18;2993;8;0;0
"2013-09-18";27;2980;8.8;0;0
"2013-09-19";12;3136;8.8;0;0
"2013-09-20";2;3021;9.5;0;0
"2013-09-21";1;2928;11.4;0;0
"2013-09-22";0;2888;11.4;0;0
"2013-09-23";0;2867;13.7;0;0
"2013-09-24";0;2858;13.5;0;0
"2013-09-25";0;2847;11.9;0;0
"2013-09-26";13;2849;12.9;0;0
"2013-09-27";5;2867;9.1;0;0
"2013-09-28";0;2848;9.6;0;0
"2013-09-29";0;2839;9;0;0
"2013-09-30";1;2834;7.6;0;0
"2013-10-01";0;2827;7.3;0;0
"2013-10-02";0;2819;4.7;0;0
"2013-10-03";0;2811;2.9;0;0
"2013-10-04";0;2807;4;0;0
"2013-10-05";2;2807;5.6;0;0
"2013-10-06";0;2807;11.5;0;0
"2013-10-07";0;2806;10.1;0;0
"2013-10-08";0;2804;8.7;0;0
"2013-10-09";1;2804;9.9;0;0
"2013-10-10";9;2806;10.6;0;0
"2013-10-11";8;2827;4;0;0
"2013-10-12";0;2819;8.1;0;0
"2013-10-13";0;2809;6.8;0;0
"2013-10-14";0;2808;7.5;0;0
"2013-10-15";1;2806;9.2;0;0
"2013-10-16";8;2816;6.6;0;0
"2013-10-17";1;2815;6.8;0;0
"2013-10-18";8;2842;10;0;0
"2013-10-19";0;2834;7.2;0;0
"2013-10-20";0;2826;10.1;0;0
"2013-10-21";0;2821;11.9;0;0
"2013-10-22";0;2818;11.1;0;0
"2013-10-23";0;2815;11.9;0;0
"2013-10-24";3;2814;12.6;0;0
"2013-10-25";0;2812;10.5;0;0
"2013-10-26";0;2809;10.7;0;0
"2013-10-27";6;2811;12.5;0;0
"2013-10-28";0;2811;14.2;0;0
"2013-10-29";1;2807;9.8;0;0
"2013-10-30";11;2817;7.1;0;0
"2013-10-31";0;2820;5.2;0;0
"2013-11-01";0;2813;6;0;0
"2013-11-02";0;2811;7.9;0;0
"2013-11-03";12;2841;7.2;0;0
"2013-11-04";0;2856;8.3;0;0
"2013-11-05";4;2842;4.8;0;0
"2013-11-06";29;2924;5.3;0;0
"2013-11-07";0;3101;13.1;0;0
"2013-11-08";0;2951;8.6;0;0
"2013-11-09";6;2912;6.7;0;0
"2013-11-10";6;2900;5.1;0;0
"2013-11-11";19;3030;1.7;0;0
"2013-11-12";0;2991;2.4;0;0
"2013-11-13";0;2952;3.1;0;0
"2013-11-14";1;2931;2.5;0;0
"2013-11-15";0;2911;3.2;0;0
"2013-11-16";0;2897;3.8;0;0
"2013-11-17";0;2887;2.7;0;0
"2013-11-18";0;2879;2.9;0;0
"2013-11-19";0;2876;1.3;0;0
"2013-11-20";0;2868;4.5;0;0
"2013-11-21";0;2862;3.3;0;0
"2013-11-22";0;2853;3;0;0
"2013-11-23";6;2849;4.4;0;0
"2013-11-24";51;3000;2;0;0
"2013-11-25";3;3075;-2.1;0;0
"2013-11-26";6;2963;-2.8;0.08;19.4678255498432
"2013-11-27";0;2920;-4.6;0.13;32.0812395850033
"2013-11-28";0;2905;-5;0.09;21.9644432991828
"2013-11-29";0;2899;0.8;0.07;16.9845570134858
"2013-11-30";7;2897;-0.3;0.05;12.0588948726007
"2013-12-01";0;2888;-1.3;0.05;12.0588948726007
"2013-12-02";0;2880;-1.4;0.04;9.61701491815229
"2013-12-03";0;2876;-3.9;0.03;7.18954880197049
"2013-12-04";0;2873;-1.4;0.03;7.18954880197049
"2013-12-05";0;2870;0.7;0.03;7.18954880197049
"2013-12-06";18;2885;0.6;0.04;9.61701491815229
"2013-12-07";5;2878;0.3;0.11;26.9970574470697
"2013-12-08";3;2904;1.6;0.04;9.61701491815229
"2013-12-09";17;2990;3.7;0.01;2.3799741173137
"2013-12-10";8;3184;3.5;0;0
"2013-12-11";0;3083;2.3;0;0
"2013-12-12";0;2971;0.8;0;0
"2013-12-13";0;2899;-0.3;0;0
"2013-12-14";0;2880;-0.6;0;0
"2013-12-15";1;2870;1.5;0;0
"2013-12-16";0;2864;-0.1;0;0
"2013-12-17";0;2861;-3.3;0;0
"2013-12-18";0;2857;-4.3;0;0
"2013-12-19";0;2855;-4.1;0;0
"2013-12-20";0;2848;-3.1;0;0
"2013-12-21";0;2844;-0.8;0;0
"2013-12-22";0;2843;0.3;0;0
"2013-12-23";0;2842;1.4;0;0
"2013-12-24";0;2844;0;0;0
"2013-12-25";0;2845;11.3;0;0
"2013-12-26";3;2847;8.9;0;0
"2013-12-27";3;2845;2.3;0;0
"2013-12-28";0;2842;-1.2;0;0
"2013-12-29";1;2835;3.2;0;0
"2013-12-30";0;2831;1.1;0;0
"2013-12-31";0;2830;-0.1;0;0
"2014-01-01";0;2826;-2.8;0;0
"2014-01-02";1;2826;-1.5;0;0
"2014-01-03";0;2822;0.8;0;0
"2014-01-04";0;2820;4.4;0;0
"2014-01-05";4;2819;3.7;0;0
"2014-01-06";0;2817;2.3;0;0
"2014-01-07";0;2812;3;0;0
"2014-01-08";0;2809;2.9;0;0
"2014-01-09";0;2809;3.8;0;0
"2014-01-10";5;2810;4.1;0;0
"2014-01-11";3;2808;1.3;0;0
"2014-01-12";3;2822;2.2;0;0
"2014-01-13";0;2818;-1.2;0;0
"2014-01-14";0;2813;-1.6;0;0
"2014-01-15";0;2809;0.8;0;0
"2014-01-16";0;2805;1.1;0;0
"2014-01-17";0;2803;0.5;0;0
"2014-01-18";0;2802;-0.3;0;0
"2014-01-19";0;2802;10.1;0;0
"2014-01-20";2;2799;3.1;0;0
"2014-01-21";14;2820;1.9;0;0
"2014-01-22";0;2840;2.1;0;0
"2014-01-23";0;2823;1.3;0;0
"2014-01-24";3;2819;-0.9;0;0
"2014-01-25";1;2815;-2.1;0.04;9.61701491815229
"2014-01-26";8;2813;-3.7;0.08;19.4678255498432
"2014-01-27";3;2811;-1.8;0.11;26.9970574470697
"2014-01-28";0;2807;-2.5;0.12;29.5327656301103
"2014-01-29";0;2804;-4.4;0.12;29.5327656301103
"2014-01-30";0;2798;-4.4;0.12;29.5327656301103
"2014-01-31";0;2801;-0.2;0.11;26.9970574470697
"2014-02-01";0;2823;3.7;0.07;16.9845570134858
"2014-02-02";2;2829;-1.5;0.05;12.0588948726007
"2014-02-03";0;2819;-2;0.06;14.5148358809741
"2014-02-04";0;2816;-2.2;0.06;14.5148358809741
"2014-02-05";0;2812;3.4;0.06;14.5148358809741
"2014-02-06";0;2810;3.5;0.02;4.77696759212307
"2014-02-07";1;2809;4.2;0;0
"2014-02-08";1;2810;3.9;0;0
"2014-02-09";8;2820;1.4;0;0
"2014-02-10";0;2824;3.6;0;0
"2014-02-11";8;2827;3.7;0;0
"2014-02-12";0;2823;1.2;0;0
"2014-02-13";1;2820;3.5;0;0
"2014-02-14";0;2818;3.3;0;0
"2014-02-15";0;2816;5.6;0;0
"2014-02-16";3;2809;4.1;0;0
"2014-02-17";1;2810;2.5;0;0
"2014-02-18";0;2808;3;0;0
"2014-02-19";4;2807;2.4;0;0
"2014-02-20";0;2810;3.2;0;0
"2014-02-21";1;2807;4;0;0
"2014-02-22";1;2805;3.2;0;0
"2014-02-23";0;2802;0.8;0;0
"2014-02-24";0;2802;1.9;0;0
"2014-02-25";0;2799;2.9;0;0
"2014-02-26";0;2796;1.4;0;0
"2014-02-27";0;2794;1.6;0;0
"2014-02-28";0;2793;2.1;0;0
"2014-03-01";0;2791;3.2;0;0
"2014-03-02";0;2788;3.4;0;0
"2014-03-03";0;2788;4.1;0;0
"2014-03-04";1;2783;4.6;0;0
"2014-03-05";0;2778;5.3;0;0
"2014-03-06";1;2776;5;0;0
"2014-03-07";0;2775;4.1;0;0
"2014-03-08";0;2773;3.9;0;0
"2014-03-09";0;2773;3.2;0;0
"2014-03-10";0;2773;3;0;0
"2014-03-11";0;2772;3.7;0;0
"2014-03-12";0;2769;4.6;0;0
"2014-03-13";0;2769;5.1;0;0
"2014-03-14";0;2767;6.9;0;0
"2014-03-15";8;2773;6.6;0;0
"2014-03-16";3;2776;8.3;0;0
"2014-03-17";0;2769;11.6;0;0
"2014-03-18";0;2768;9.3;0;0
"2014-03-19";0;2761;9.4;0;0
"2014-03-20";0;2761;10.9;0;0
"2014-03-21";0;2698;12.3;0;0
"2014-03-22";0;2748;11.4;0;0
"2014-03-23";20;2707;3.8;0;0
"2014-03-24";12;2618;1.4;0.01;2.3799741173137
"2014-03-25";2;2640;2.2;0;0
"2014-03-26";0;2632;3.1;0;0
"2014-03-27";0;2622;6.7;0;0
"2014-03-28";0;2654;7.2;0;0
"2014-03-29";0;2643;8.2;0;0
"2014-03-30";0;2472;9.3;0;0
"2014-03-31";0;2688;9.5;0;0
"2014-04-01";0;2645;9.2;0;0
"2014-04-02";0;2575;10.1;0;0
"2014-04-03";0;2627;13;0;0
"2014-04-04";0;2606;10.8;0;0
"2014-04-05";0;2643;10.5;0;0
"2014-04-06";3;2575;11;0;0
"2014-04-07";0;2545;11.4;0;0
"2014-04-08";9;2619;12.7;0;0
"2014-04-09";1;2602;7.3;0;0
"2014-04-10";15;2643;6.1;0;0
"2014-04-11";0;2652;6.9;0;0
"2014-04-12";0;2665;9.1;0;0
"2014-04-13";3;2497;8.3;0;0
"2014-04-14";9;2470;6.4;0;0
"2014-04-15";11;2722;2.1;0;0
"2014-04-16";15;2703;1.5;0;0
"2014-04-17";0;2901;3.2;0;0
"2014-04-18";0;2759;6.2;0;0
"2014-04-19";1;2671;8;0;0
"2014-04-20";3;2709;7.9;0;0
"2014-04-21";0;2712;10.5;0;0
"2014-04-22";0;2637;11.2;0;0
"2014-04-23";0;2722;12.2;0;0
"2014-04-24";2;2630;12;0;0
"2014-04-25";0;2652;12.9;0;0
"2014-04-26";0;2639;11.1;0;0
"2014-04-27";2;2650;11.1;0;0
"2014-04-28";0;2611;10.4;0;0
"2014-04-29";14;2684;10.1;0;0
"2014-04-30";0;2696;12.3;0;0
"2014-05-01";0;2663;11;0;0
"2014-05-02";2;2586;11.5;0;0
"2014-05-03";23;2705;6;0;0
"2014-05-04";0;2743;6.7;0;0
"2014-05-05";0;2663;7.8;0;0
"2014-05-06";0;2629;11.9;0;0
"2014-05-07";5;2777;11.4;0;0
"2014-05-08";0;2642;10.8;0;0
"2014-05-09";1;2505;13;0;0
"2014-05-10";6;2675;14.1;0;0
"2014-05-11";11;2545;9.4;0;0
"2014-05-12";5;2606;8.7;0;0
"2014-05-13";8;2665;7.4;0;0
"2014-05-14";8;2683;6.8;0;0
"2014-05-15";15;2740;6.3;0;0
"2014-05-16";89;3000;5.5;0;0
"2014-05-17";37;3500;6.8;0;0
"2014-05-18";15;3500;9.2;0;0
"2014-05-19";0;3430;12.8;0;0
"2014-05-20";0;3303;14.9;0;0
"2014-05-21";0;3239;17;0;0
"2014-05-22";0;3193;20.7;0;0
"2014-05-23";0;3158;18;0;0
"2014-05-24";0;3128;17;0;0
"2014-05-25";0;3097;17.6;0;0
"2014-05-26";0;3077;16.5;0;0
"2014-05-27";9;3062;13.3;0;0
"2014-05-28";74;3398;9.9;0;0
"2014-05-29";38;3590;10.1;0;0
"2014-05-30";4;3458;8;0;0
"2014-05-31";4;3341;9.5;0;0
"2014-06-01";7;3308;11.7;0;0
"2014-06-02";0;3271;12.4;0;0
"2014-06-03";0;3243;12.7;0;0
"2014-06-04";1;3222;14.4;0;0
"2014-06-05";2;3203;13.4;0;0
"2014-06-06";0;3139;15.3;0;0
"2014-06-07";0;3073;18;0;0
"2014-06-08";0;3053;20.1;0;0
"2014-06-09";0;3038;22.1;0;0
"2014-06-10";0;3025;22.9;0;0
"2014-06-11";0;3008;22.5;0;0
"2014-06-12";0;3020;20.4;0;0
"2014-06-13";0;3040;18.6;0;0
"2014-06-14";0;3026;15.9;0;0
"2014-06-15";0;3015;14;0;0
"2014-06-16";0;3003;14.1;0;0
"2014-06-17";0;2992;14.4;0;0
"2014-06-18";0;2982;15.4;0;0
"2014-06-19";0;2974;16.7;0;0
"2014-06-20";4;2967;13.8;0;0
"2014-06-21";0;2961;13.9;0;0
"2014-06-22";0;2955;15.5;0;0
"2014-06-23";0;2950;16.9;0;0
"2014-06-24";1;2945;14.7;0;0
"2014-06-25";1;2939;13.2;0;0
"2014-06-26";0;2931;14.6;0;0
"2014-06-27";0;2924;16.4;0;0
"2014-06-28";0;2919;19.6;0;0
"2014-06-29";10;2916;12.5;0;0
"2014-06-30";29;2952;12.3;0;0
"2014-07-01";0;2919;14.8;0;0
"2014-07-02";15;2915;14.1;0;0
"2014-07-03";0;2928;15.4;0;0
"2014-07-04";0;2904;19.1;0;0
"2014-07-05";0;2894;20;0;0
"2014-07-06";0;2886;21.1;0;0
"2014-07-07";2;2879;20.5;0;0
"2014-07-08";9;2878;17.4;0;0
"2014-07-09";3;2880;13.1;0;0
"2014-07-10";0;2869;13.2;0;0
"2014-07-11";9;2865;13.7;0;0
"2014-07-12";0;2872;16.2;0;0
"2014-07-13";1;2861;15.9;0;0
"2014-07-14";2;2856;17.3;0;0
"2014-07-15";0;2853;18.4;0;0
"2014-07-16";0;2847;19.2;0;0
"2014-07-17";7;2860;17.8;0;0
"2014-07-18";0;2852;20.1;0;0
"2014-07-19";0;2840;21.4;0;0
"2014-07-20";18;2863;22.7;0;0
"2014-07-21";7;2915;18.6;0;0
"2014-07-22";1;2876;16.6;0;0
"2014-07-23";17;2867;16.6;0;0
"2014-07-24";0;2868;16.4;0;0
"2014-07-25";0;2845;17.8;0;0
"2014-07-26";0;2836;18.9;0;0
"2014-07-27";0;2827;18.8;0;0
"2014-07-28";31;2936;18;0;0
"2014-07-29";0;2932;18.9;0;0
"2014-07-30";1;2877;19.2;0;0
"2014-07-31";32;2948;16.9;0;0
"2014-08-01";4;3055;18.1;0;0
"2014-08-02";0;2952;21.1;0;0
"2014-08-03";3;2904;18.5;0;0
"2014-08-04";0;2883;18;0;0
"2014-08-05";6;2868;16.2;0;0
"2014-08-06";10;2872;15.4;0;0
"2014-08-07";0;2856;16.7;0;0
"2014-08-08";0;2844;18.2;0;0
"2014-08-09";7;2835;19.8;0;0
"2014-08-10";0;2827;20.4;0;0
"2014-08-11";6;2823;18;0;0
"2014-08-12";11;2827;13.9;0;0
"2014-08-13";9;2841;15.1;0;0
"2014-08-14";1;2842;14.2;0;0
"2014-08-15";0;2823;13.6;0;0
"2014-08-16";3;2818;13.1;0;0
"2014-08-17";0;2814;15.2;0;0
"2014-08-18";0;2808;15.8;0;0
"2014-08-19";1;2803;15.6;0;0
"2014-08-20";6;2800;12.6;0;0
"2014-08-21";4;2816;12.6;0;0
"2014-08-22";24;2840;14.9;0;0
"2014-08-23";6;2966;13.6;0;0
"2014-08-24";2;2912;11.5;0;0
"2014-08-25";0;2877;11.7;0;0
"2014-08-26";1;2856;13.6;0;0
